Text,Lebel
এই অনুষ্ঠান দেখার জন্য সবাই অপেক্ষা করে থাকে,Positive
ইত্যাদির গানগুলো সবসময়ই মনের মধ্যে দাগ কাটে,Positive
বর্ষার আবহে সেই গানটা এক অন্যরকম অনুভূতি তৈরি করে,Positive
সামাজিক বার্তা নিয়ে কাজ করার জন্য ইত্যাদিকে ধন্যবাদ,Positive
নাট্যাংশের ব্যঙ্গাত্মক উপস্থাপন ছিল খুবই বাস্তবধর্মী,Positive
হানিফ সংকেতের নির্দেশনায় সবকিছু এত সুন্দরভাবে সাজানো হয়,Positive
ইত্যাদির প্রতিটি চরিত্র যেন বাস্তব থেকে উঠে এসেছে,Positive
প্রতিবেদনগুলো আমাদের সমাজের অনুপ্রেরণামূলক গল্পগুলো তুলে ধরে,Positive
ইত্যাদি প্রতিবারই দর্শকদের আলাদা কিছু উপহার দেয়,Positive
ভিন্নধর্মী এই অনুষ্ঠান আমাদের চেতনাকে জাগ্রত করে,Positive
ইত্যাদি দেখে বারবার ভাবি—এমন কাজ সত্যিই কম দেখা যায়,Positive
"বাংলাদেশের ঐতিহ্য, সংস্কৃতি ও সমাজের বাস্তবতা তুলে ধরার জন্য ইত্যাদি এক অনন্য উদ্যোগ",Positive
পুরোনো স্থাপনার গুরুত্ব ও সৌন্দর্য ফুটিয়ে তুলেছে দারুণভাবে,Positive
চরিত্রগুলো বাস্তব এবং সংবেদনশীলভাবে উপস্থাপিত,Positive
নতুন প্রজন্মের জন্য এই ধরনের অনুষ্ঠান খুবই শিক্ষণীয়,Positive
ইত্যাদির পর্বগুলো আমাদের সমাজের দর্পণ হয়ে থাকে,Positive
ইত্যাদির প্রতিটি অংশই আমাদের হৃদয়ে দাগ কাটে,Positive
পুরনো ঢাকার ইতিহাসকে এত সুন্দরভাবে দেখানো হয়েছে দেখে ভালো লাগছে,Positive
আবেগ ও বাস্তবতার মিশেলে তৈরি এই পর্বটি ছিল অতুলনীয়,Positive
ইত্যাদির পুরনো পর্ব নতুনরূপে উপস্থাপন আমাদের অতীতে ফিরিয়ে নিয়ে যায়,Positive
ইত্যাদি বরাবরই মানুষের হৃদয়ে স্থান করে নিয়েছে,Positive
প্রতিবেদনগুলো মানুষের জীবনের গভীর দিকগুলো তুলে ধরে,Positive
"ইত্যাদি দেখলে মনে হয়, এই অনুষ্ঠানটাই দেশের জন্য দরকার",Positive
প্রতিটি পর্বই যেন এক একটি জীবন্ত দলিল,Positive
সামাজিক সচেতনতা সৃষ্টিতে ইত্যাদির অবদান অনেক,Positive
এই পর্বটি দেখে আবারও ইত্যাদির প্রতি ভালোবাসা বেড়ে গেল,Positive
ঐতিহাসিক স্থানকে কেন্দ্র করে অনুষ্ঠান নির্মাণ খুবই প্রশংসনীয়,Positive
প্রতিটি গল্প আমাদের ভাবতে শেখায়,Positive
"ইত্যাদি একাধারে বিনোদন, শিক্ষা ও সংস্কৃতি",Positive
